uid,sdn_name,alt_names,sdn_type,sdn_program,
7234,NEW PEOPLE'S ARMY / COMMUNIST PARTY OF THE PHILIPPINES,"ADEMULERO, Babestan Oluwole",Entity ,"FTO, SDGT",
7235,"SISON, Jose Maria","BABESTAN, Wole A.",individual,SDGT,
7251,"BEN SOLTANE, Adel","OGUNGBUYI, Wally",individual,SDGT,
7252,"BEN ATTIA, Nabil Ben Mohamed Ben Ali","OGUNGBUYI, Wole A.",individual,SDGT,
7253,"CHEKKOURI, Yassine","SHOFESO, Olatude I.",individual,SDGT,
7254,"JELASSI, Riadh Ben Belkassem Ben Mohamed","SHOFESO, Olatunde Irewole",individual,SDGT,
7255,"KAMMOUN, Mehdi","BABESTAN, Abeni O.",individual,SDGT,
7256,"KISHK, Samir","SHOFESO, Olatutu Temitope",individual,SDGT,
7257,"MAAROUFI, Tarek Ben Habib Ben Al-Toumi","CHARNCHAI, Chiwinnitipanya",individual,SDGT,
7258,"REMADNA, Abdelhalim","CHIVINNITIPANYA, Prasit",individual,SDGT,
7259,"THAER, Mansour","CHIWINNITIPANYA, Charnchai",individual,SDGT,
7260,"TLILI, Al-Azhar Ben Ammar Ben Abadallah","PRASIT, Chivinnitipanya",individual,SDGT,
7261,"WADDANI, Habib","PRASIT, Cheewinnittipanya",individual,SDGT,
7262,EASTERN TURKISTAN ISLAMIC MOVEMENT,"WEI, Shao-Kang",Entity ,SDGT,
7263,"JULAIDAN, Wa'el Hamza Abd Al-Fatah","WEI, Sia-Kang",individual,SDGT,
7264,"BAHAJI, Said","WEI, Xuekang",individual,SDGT,
7265,"BINALSHIBH, Ramzi Mohammed Abdullah","CHEEWINNITTIPANYA, Prasit",individual,SDGT,
7266,"EL MOTASSADEQ, Mounir",M.T.T. LTDA.,individual,SDGT,
7267,"ESSABAR, Zakarya","PATINO FOMEQUE, Victor Hugo",individual,SDGT,
7268,TUNISIAN COMBAT GROUP,INPESCA S.A.,Entity ,SDGT,
7269,"GLOBAL RELIEF FOUNDATION, INC.","ECHEVERRI HERRERA, Hernando",Entity ,SDGT,
7270,"GLOBAL RELIEF FOUNDATION, INC.",REAL IRISH REPUBLICAN ARMY,Entity ,SDGT,
7280,JEMAA ISLAMIYAH,32 COUNTY SOVEREIGNTY COMMITTEE,Entity ,"FTO, SDGT",
7281,"GOMEZ BUSTAMANTE, Luis Hernando",32 COUNTY SOVEREIGNTY MOVEMENT,individual,SDNT,
7282,"MONTOYA SANCHEZ, Diego Leon",REAL OGLAIGH NA HEIREANN,individual,SDNT,
7283,AGRICOLA DOIMA DEL NORTE DEL VALLE LTDA.,IRISH REPUBLICAN PRISONERS WELFARE ASSOCIATION,Entity ,SDNT,
7284,AGROPECUARIA MIRALINDO S.A.,IRA ARMY COUNCIL,Entity ,SDNT,
7285,ARIZONA S.A.,"AFGHAN, Shir",Entity ,SDNT,
7286,GANADERIA EL VERGEL LTDA.,"KHAN, Abdullah",Entity ,SDNT,
7287,GANADERIAS BILBAO LTDA.,"AZIZ, Mohammad",Entity ,SDNT,
7288,INMOBILIARIA EL ESCORIAL LTDA.,"AFGHAN, Shear",Entity ,SDNT,
7289,INMOBILIARIA LINARES LTDA.,"CARDENAS GULLEN, Osiel",Entity ,SDNT,
7290,INMOBILIARIA PASADENA LTDA.,"CARDENAS CASTILLO, Osiel",Entity ,SDNT,
7291,INVERSIONES LA QUINTA Y CIA. LTDA.,"CARDENAS GILLEN, Osiel",Entity ,SDNT,
7292,LADRILLERA LA CANDELARIA LTDA.,"CARDENAS GUILLEN, Ociel",Entity ,SDNT,
7293,MONTOYA LUNA E HIJOS Y CIA. S.C.S.,"CARDENAS GUILLEN, Oscar",Entity ,SDNT,
7294,ORGANIZACION LUIS HERNANDO GOMEZ BUSTAMANTE Y CIA S.C.S.,"CARDENAS GUILLEN, Oziel",Entity ,SDNT,
7295,VISCAYA LTDA.,"CARDENAS TUILLEN, Osiel",Entity ,SDNT,
7302,"GOMEZ APONTE, Laura Victoria","SALINA AGUILAR, Jorge",individual,SDNT,
7303,"GOMEZ GOMEZ, Viviana","SALINAS AGUILAR, Jorge",individual,SDNT,
7304,"GOMEZ JARAMILLO, Olga Cecilia","KHUN, Saeng",individual,SDNT,
7308,"HURTADO ROMERO, Jairo Jose","GILBOA, Yosef",individual,SDNT,
7311,"MENDEZ SALAZAR, John Jairo","GILBOA, Joseph Papzian",individual,SDNT,
7313,"MONTOYA SANCHEZ, Eugenio","GILBERT, Joseph",individual,SDNT,
7314,"MONTOYA SANCHEZ, Juan Carlos","GIL, Josef",individual,SDNT,
7316,"RUIZ CASTANO, Maria Helena","AREGON, Max",individual,SDNT,
7317,"ECHEBERRIA SIMARRO, Leire","GUZMAN, Chapo",individual,SDGT,
7318,"ECHEGARAY ACHIRICA, Alfonso","GUIERREZ LOERA, Jose Luis",individual,SDGT,
7319,"IZTUETA BARANDICA, Enrique","GUZMAN FERNANDEZ, Joaquin",individual,SDGT,
7320,"VALLEJO FRANCO, Inigo","GUZMAN LOESA, Joaquin",individual,SDGT,
7321,BENEVOLENCE INTERNATIONAL FOUNDATION,"GUZMAN PADILLA, Joaquin",Entity ,SDGT,
7322,BENEVOLENCE INTERNATIONAL FUND,"GUMAN LOERAL, Joaquin",Entity ,SDGT,
7323,BOSANSKA IDEALNA FUTURA,"GUZMAN, Archibaldo",Entity ,SDGT,
7324,MOROCCAN ISLAMIC COMBATANT GROUP,"GUZMAN, Aureliano",Entity ,SDGT,
7325,LAJNAT AL DAAWA AL ISLAMIYYA,"ORTEGA, Miguel",Entity ,SDGT,
7326,"SAYADI, Nabil Abdul Salam","RAMIREZ, Joise Luis",individual,SDGT,
7328,"ISAMUDDIN, Nurjaman Riduan","CARO RODRIGUEZ, Gilberto",individual,SDGT,
7329,"ABDURRAHMAN, Mohamad Iqbal","GUZMAN, Joaquin Chapo",individual,SDGT,
7330,STICHTING BENEVOLENCE INTERNATIONAL NEDERLAND,"GUZMAN LOREA, Chapo",Entity ,SDGT,
7331,LASHKAR I JHANGVI,"GUZMAN LOEIA, Joaguin",Entity ,"FTO, SDGT",
7471,"HEKMATYAR, Gulbuddin","GUZMAN, Achivaldo",individual,SDGT,
7472,ANSAR AL-ISLAM,"OSUNA, Gilberto",Entity ,"FTO, SDGT",
7473,THE RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS,"RAMOX PEREZ, Jorge",Entity ,SDGT,
7474,THE SPECIAL PURPOSE ISLAMIC REGIMENT,"HAMIAH, Jamiel",Entity ,SDGT,
7475,THE ISLAMIC INTERNATIONAL BRIGADE,"HAMEIAH, Jamel",Entity ,SDGT,
7489,"CHIWENGA, Constantino Guveya","HAMEIAH, Mamil",individual,GLOMAG,
7513,"MNANGAGWA, Emmerson Dambudzo","HAMEIH, Jamill",individual,GLOMAG,
7522,"MUCHINGURI, Oppah Charm Zvipange","HAMIAEH, Jamil",individual,GLOMAG,
7574,"VALENCIA TRUJILLO, Joaquin Mario","HAMIE, Jamil Abdulkarim",individual,SDNT,
7576,BANANERA AGRICOLA S.A.,"HAMIEAH, Jamiel",Entity ,SDNT,
7579,CIA. MINERA DAPA S.A.,"HAMEIAH, Jamil",Entity ,SDNT,
7580,COMPANIA DE FOMENTO MERCANTIL S.A.,"HAMEIEH, Jamil",Entity ,SDNT,
7581,CONSTRUCCIONES PROGRESO DEL PUERTO S.A.,"HAMER, Jamil",Entity ,SDNT,
7583,CREDISA S.A.,"HAMIE, Jamil",Entity ,SDNT,
7584,CRIADERO LA LUISA E.U.,"HAMIE, Jamile",Entity ,SDNT,
7585,DRAGADOS Y MUELLES GAVIOTA LTDA.,"HAMIEAH, Jamil",Entity ,SDNT,
7589,GRANJA LA SIERRA LTDA.,"HAMIEH, Jamal",Entity ,SDNT,
7590,GRAN MUELLE S.A.,"HAMIEH, Jamil",Entity ,SDNT,
7593,MIRA E.U.,"HAMIEL, Jamil",Entity ,SDNT,
7595,OCCIDENTAL DE PAPELES LTDA.,"HAMIEYYEH, Jamil",Entity ,SDNT,
7598,SERVICIO AEREO DE SANTANDER E.U.,"HAMIYA, Abdul Jamil",Entity ,SDNT,
7600,UNIDAS S.A.,"HAMIYYAH, Jamil",Entity ,SDNT,
7618,"MONTANO ALVAREZ, Luis Hernando","HAMYH, Jamil",individual,SDNT,
7631,TODOBOLSAS Y COLSOBRES,"KARIM, Jamil Abdul",Entity ,SDNT,
7637,AL-AQSA FOUNDATION,"NEZAM, Abu",Entity ,SDGT,
7638,AL-AQSA E.V.,"HAMIEH, Mamil",Entity ,SDGT,
7639,STICHTING AL-AQSA,"HAMIEYE, Jamil",Entity ,SDGT,
7640,FORENINGEN AL-AQSA,"HAMIL, Jamil",Entity ,SDGT,
7641,AL-AQSA,"HAMIYE, Jamil",Entity ,SDGT,
7642,AQSSA SOCIETY YEMEN,"HAMIYYEH, Jamil",Entity ,SDGT,
7643,AL-AQSA FOUNDATION,"NAZIM, Abou",Entity ,SDGT,
7644,AL-AQSA FOUNDATION,"NIZAM, Abou",Entity ,SDGT,
7645,AL-AQSA FOUNDATION,"KHAN, Ali",Entity ,SDGT,
7647,"ADEMI, Xhevat","KHAN, Nafir Ali",individual,BALKANS,
7648,"ADILI, Gafur","KHAN, Nazir Ali",individual,BALKANS,
7649,ALBANIAN NATIONAL ARMY,"KHAN, Nisan Ali",Entity ,BALKANS,
7650,"ALISPAHIC, Bakir","KHAN, Nisar Ali",individual,BALKANS,
7651,ARMY OF THE REPUBLIC OF ILIRIDA,"NASIR, Ali Khan",Entity ,BALKANS,
7653,"BAJAGIC, Zvonko","NASIR, Khan Ali",individual,BALKANS,
7655,"BANOVIC, Predrag","BECERRA, Martin",individual,BALKANS,
7656,"BEQIRI, Idajet","BECERRA MIRELES, Martin",individual,BALKANS,
7657,"BEXHETI, Nuri","MACHERBE, Oscar",individual,BALKANS,
7658,BIO CORPORATION,"MAHLERBE, Oscar",Entity ,BALKANS,
7659,"BJELICA, Milovan","MALARBE, Oscar",individual,BALKANS,
7660,"BLAGOJEVIC, Vidoje","MALERHBE DE LEON, Oscar",individual,BALKANS,
7661,"BLASKIC, Tihomir","MALHARBE DE LEON, Oscar",individual,BALKANS,
7662,"BORAVCANIN, Ljubomir","MALHERBE DELEON, Oscar",individual,BALKANS,
7664,"BOSKOVSKI, Ljube","MALMERBE, Oscar",individual,BALKANS,
7665,"BRDJANIN, Radoslav","MELARBE, Oscar",individual,BALKANS,
7666,"BUTKA, Spiro","QALHARBE DE LEON, Oscar",individual,BALKANS,
7668,"CERKEZ, Mario","MAHERBE, Oscar",individual,BALKANS,
7669,"CESIC, Ranko","MAHLERBE, Polo",individual,BALKANS,
7670,"CESIC-ROJS, Ljubo","MALERBE, Oscar",individual,BALKANS,
7671,CETNIK RAVNAGORSKI POKRET,"MALERVA, Oscar",Entity ,BALKANS,
7672,"CORIC, Valentin","NALHERBE, Oscar",individual,BALKANS,
7673,"DALIPI, Tahir","VARGAS, Jorge",individual,BALKANS,
7674,"DELIC, Hazim","ALCIDES MAGANA, Ramon",individual,BALKANS,
7677,"DOSEN, Damir","ALCIDEZ MAGANA, Ramon",individual,BALKANS,
7678,"ELSHANI, Gafur","ALCIDES MAYENA, Ramon",individual,BALKANS,
7679,FRONT FOR ALBANIAN NATIONAL UNITY,"MAGNA ALCIDEDES, Ramon",Entity ,BALKANS,
7680,"FURUNDZIJA, Anto","ALCIDES MAGANE, Ramon",individual,BALKANS,
7681,"FUSTAR, Dusan","ROMERO, Antonio",individual,BALKANS,
7682,"GAJIC-MILOSEVIC, Milica","GONZALEZ QUIONES, Jorge",individual,BALKANS,
7683,"GALIC, Stanislav","MAGANA, Jorge",individual,BALKANS,
7686,"GRUBAN, Momcilo","MAGANA ALCIDES, Ramon",individual,BALKANS,
7687,"HABIBI, Skender","MATA, Alcides",individual,BALKANS,
7688,"HADZIHASANOVIC, Enver","RAMON MAGANA, Alcedis",individual,BALKANS,
7689,"HALILI, Nevzat",AUTODEFENSAS UNIDAS DE COLOMBIA,individual,BALKANS,
7691,"HARADINAJ, Daut",AUC,individual,BALKANS,
7692,"HASANI, Zhavit",GSPC,individual,BALKANS,
7693,"HAXHIREXHA, Kastriot",LE GROUPE SALAFISTE POUR LA PREDICATION ET LE COMBAT,individual,BALKANS,
7695,"IVANOVIC, Milan",SALAFIST GROUP FOR PREACHING AND COMBAT,individual,BALKANS,
7696,"JAKSIC, Marko",AL-QA'IDA IN THE ISLAMIC MAGHREB,individual,BALKANS,
7697,"JANKOVIC, Gojko",AQIM,individual,BALKANS,
7698,"JELAVIC, Ante",TANZIM AL-QA'IDA FI BILAD AL-MAGHRIB AL-ISLAMIYA,individual,BALKANS,
7699,"JELISIC, Goran",AIAI,individual,BALKANS,
7700,"JOKIC, Dragan","AL-'ADIL, Saif",individual,BALKANS,
7701,"JOKIC, Miodrag","AL-SHANQITI, Khalid",individual,BALKANS,
7704,"KARADZIC, Luka","AL-WALID, Mafouz Walad",individual,BALKANS,
7705,"KARADZIC, Radovan","HUSAIN, Zain Al-Abidin Muhammad",individual,BALKANS,
7706,"KARADZIC-JOVICEVIC, Sonja","HUSSEIN, Zayn al-Abidin Muhammad",individual,BALKANS,
7707,"KNEZEVIC, Dusan","ABU ZUBEIDAH, Zeinulabideen Muhammed Husein",individual,BALKANS,
7708,"KORDIC, Dario","AL-IRAQI, Abdal al-Hadi",individual,BALKANS,
7709,"KOS, Milojica","ABDALLAH, Tarwat Salah",individual,BALKANS,
7710,"KOVACEVIC, Vladimir","THIRWAT, Shahata",individual,BALKANS,
7712,"KRNOJELAC, Milorad","THIRWAT, Salah Shihata",individual,BALKANS,
7713,"KRSTIC, Radislav","FATHI, Amr Al-Fatih",individual,BALKANS,
7714,"KRYEZIU, Izmet","FARAG, Hamdi Ahmad",individual,BALKANS,
7715,"KUBURA, Amir",AL WAFA,individual,BALKANS,
7716,"KUNARAC, Dragoljub",AL WAFA ORGANIZATION,individual,BALKANS,
7717,"KVOCKA, Miroslav",WAFA AL-IGATHA AL-ISLAMIA,individual,BALKANS,
7718,"LALOVIC, Dragan",AL RASHEED TRUST,individual,BALKANS,
7720,"LIBERATION ARMY OF PRESEVO, MEDVEDJA, AND BUJANOVAC",AL-RASHID TRUST,Entity ,BALKANS,
7721,"LIMAJ, Fatmir",AL-RASHEED TRUST,individual,BALKANS,
7723,"LLADROVICI, Ramiz",AL AMIN WELFARE TRUST,individual,BALKANS,
7724,"LUKIC, Milan",AL AMIN TRUST,individual,BALKANS,
7725,"LUKIC, Sredoje",AL AMEEN TRUST,individual,BALKANS,
7726,"LUKOVIC, Milorad Ulemek",AL-AMEEN TRUST,individual,BALKANS,
7727,"LUSHTAKU, Sami",AL MADINA TRUST,individual,BALKANS,
7728,MANCO OIL COMPANY,AL-MADINA TRUST,Entity ,BALKANS,
7729,"MANDIC, Momcilo",MAYMAR TRUST,individual,BALKANS,
7731,"MARKOVIC, Mirjana",MAIMAR TRUST,individual,BALKANS,
7732,"MARKOVIC, Radovac",MOMAR TRUST,individual,BALKANS,
7733,"MARKU, Ton",MEYMAR TRUST,individual,BALKANS,
7734,"MARTIC, Milan",DARKAZANLI COMPANY,individual,BALKANS,
7735,"MARTINOVIC, Vinko",DARKAZANLI EXPORT-IMPORT SONDERPOSTEN,individual,BALKANS,
7736,"MEJAKIC, Zeljko","AL-MASRI, Abu Mohamed",individual,BALKANS,
7737,"MILOSEVIC, Borislav","ABDUREHMAN, Ahmed Mohammed",individual,BALKANS,
7738,"MILOSEVIC, Dragomir","AHMED, Ahmed",individual,BALKANS,
7739,"MILOSEVIC, Marija","ALI, Hamed",individual,BALKANS,
7740,"MILOSEVIC, Marko","ALI, Ahmed Mohammed",individual,BALKANS,
7741,"MILOSEVIC, Milanka","AL-MASRI, Ahmad",individual,BALKANS,
7742,"MILOSEVIC, Slobodan","AL-SURIR, Abu Islam",individual,BALKANS,
7744,"MLADIC, Ratko","HEMED, Ahmed",individual,BALKANS,
7745,"MORINA, Xhavit","SHIEB, Ahmed",individual,BALKANS,
7746,"MRDJA, Darko","AL-MUGHASSIL, Ahmed Ibrahim",individual,BALKANS,
7749,"MUSLIU, Isak","BOUSLIM, Ammar Mansour",individual,BALKANS,
7751,"MUSLIU, Shefqet","SALIM, Hassan Rostom",individual,BALKANS,
7752,"MUSTAFA, Rrustem","AL-HOURI, Ali Saed Bin Ali",individual,BALKANS,
7753,"NALETILIC, Mladen","EL-HOURI, Ali Saed Bin Ali",individual,BALKANS,
7754,NATIONAL COMMITTEE FOR THE LIBERATION AND PROTECTION OF ALBANIAN LANDS,"ELBISHY, Moustafa Ali",Entity ,BALKANS,
7755,NATIONAL LIBERATION ARMY,"MOHAMMED, Mustafa",Entity ,BALKANS,
7756,NATIONAL MOVEMENT FOR THE LIBERATION OF KOSOVO,"FAZUL, Mustafa",Entity ,BALKANS,
7757,"NDRECAJ, Maliq","FADIL, Mustafa Muhamad",individual,BALKANS,
7760,"NIKOLIC, Momir","AL MASRI, Abd Al Wakil",individual,BALKANS,
7761,"NIKOLIC, Zarko","ALI, Hassan",individual,BALKANS,
7762,"OBRENOVIC, Dragan","MAN, Nu",individual,BALKANS,
7765,"PANDUREVIC, Vinko","JIHAD, Abu",individual,BALKANS,
7766,"PAVKOVIC, Nebojsa","AL-NUBI, Abu",individual,BALKANS,
7767,"PERIC, Jozo","GHILANI, Ahmad Khalafan",individual,BALKANS,
7768,"PLAVSIC, Biljana","AHMED, Ahmed Khalfan",individual,BALKANS,
7769,"POLITICAL COUNCIL OF PRESEVO, MEDVEDJA, AND BUJANOVAC","AHMED, Abubakar K.",Entity ,BALKANS,
7770,"POPOVIC, Vujadin","AHMED, Abubakary K.",individual,BALKANS,
7771,POPULAR MOVEMENT OF KOSOVO,"AHMED, Abubakar",Entity ,BALKANS,
7772,"PRCAC, Dragoljub","AHMAD, Abu Bakr",individual,BALKANS,
7774,PUMA SECURITY COMPANY,"KHALFAN, Ahmed",Entity ,BALKANS,
7775,"RADIC, Miroslav","ALI, Ahmed Khalfan",individual,BALKANS,
7776,"RADIC, Mlado","AHMED, Abubakar Khalfan",individual,BALKANS,
7777,"RAJIC, Ivica","GHAILANI, Ahmed",individual,BALKANS,
7778,"RASEVIC, Mitar","AL TANZANI, Ahmad",individual,BALKANS,
7779,"REXHEPI, Daut","GHAILANI, Abubakary Khalfan Ahmed",individual,BALKANS,
7780,"ROGULJIC, Slavko","HUSSEIN, Mahafudh Abubakar Ahmed Abdallah",individual,BALKANS,
7782,"SAHINPASIC, Senad","MOHAMMED, Shariff Omar",individual,BALKANS,
7783,"SAINOVIC, Nikola","SALWWAN, Samir",individual,BALKANS,
7784,"SAMIU, Izair","FAZUL, Abdallah",individual,BALKANS,
7786,"SELIMI, Rexhep","FAZUL, Abdalla",individual,BALKANS,
7787,"SESELJ, Vojislav","FAZUL, Abdallah Mohammed",individual,BALKANS,
7788,"SHAQIRI, Shaqir","MOHAMMED, Fazul Abdilahi",individual,BALKANS,
7789,"SIKIRICA, Dusko","ADBALLAH, Fazul",individual,BALKANS,
7790,"SIMATOVIC, Franko","ABDALLA, Fazul",individual,BALKANS,
7791,"SIMIC, Blagoje","MOHAMMED, Fazul",individual,BALKANS,
7792,"SIMIC, Milan","FAZUL, Haroon",individual,BALKANS,
7793,"SLJIVANCANIN, Veselin","FAZUL, Harun",individual,BALKANS,
7794,"SOPTA, Stanko","MUHAMAD, Fadil Abdallah",individual,BALKANS,
7795,"STAKIC, Milomir","HAROUN, Fadhil",individual,BALKANS,
7796,"STANISIC, Jovica","AISHA, Abu",individual,BALKANS,
7797,"STANKOVIC, Radovan","LUQMAN, Abu",individual,BALKANS,
7798,"STEPANOVIC, Novak","ALI, Fadel Abdallah Mohammed",individual,BALKANS,
7801,"SUMA, Emrush","MOHAMMED, Fouad",individual,BALKANS,
7802,"SYLA, Azem","YASIN, Abdul Rahman Said",individual,BALKANS,
7803,"TADIC, Dusan","YASIN, Aboud",individual,BALKANS,
7804,"TADIC, Miroslav","TAHA, Abdul Rahman S.",individual,BALKANS,
7807,"TODOVIC, Savo","TAHER, Abdul Rahman S.",individual,BALKANS,
7808,"UKSINI, Sami",ARMY OF MOHAMMED,individual,BALKANS,
7809,"VASILJEVIC, Mitar",MOHAMMED'S ARMY,individual,BALKANS,
7810,"VUKOVIC, Zoran",TEHRIK UL-FURQAAN,individual,BALKANS,
7811,"XHAFERI, Shefit",JAISH-E-MOHAMMED,individual,BALKANS,
7812,"XHEMAJLI, Emrush",KHUDAMUL ISLAM,individual,BALKANS,
7813,"XHEMAJLI, Muhamet",KHUDDAM-UL-ISLAM,individual,BALKANS,
7814,"ZARIC, Simo",KUDDAM E ISLAMI,individual,BALKANS,
7815,"ZELEN-KARADZIC, Ljiljana",SOCIETY OF ISLAMIC COOPERATION,individual,BALKANS,
7817,"ZIGIC, Zoran",JAM'IYAT AL TA'AWUN AL ISLAMIYYA,individual,BALKANS,
7818,"ZUPLJANIN, Stojan",JIT,individual,BALKANS,
7819,"DIAS DE MENDONCA, Leonardo","SAIYID, Abd Al-Man'am",individual,SDNTK,
7820,"ESPARRAGOZA MORENO, Juan Jose","AL-HAMATI, Muhammad",individual,SDNTK,
7821,"PALMA SALAZAR, Hector Luis","AL-AHDAL, Muhammad Muhummad Abdullah",individual,SDNTK,
7822,"QUINTERO MERAZ, Jose Albino","AL-AHDAL, Mohamed Mohamed Abdullah",individual,SDNTK,
7825,UNITED WA STATE ARMY,"AMIN, Muhammad",Entity ,SDNTK,
7826,"ABDAOUI, Youssef","AH HAQ, Dr. Amin",individual,SDGT,
7827,"AKLI, Mohamed Amine","UL-HAQ, Dr. Amin",individual,SDGT,
7828,"AMDOUNI, Mehrez","AL-JADAWI, Saqar",individual,SDGT,
7829,"AYARI, Chiheb Ben Mohamed","AL-JADDAW, Saqr",individual,SDGT,
7830,"BAAZAOUI, Mondher","AYADI SHAFIQ, Ben Muhammad",individual,SDGT,
7831,"DUMONT, Lionel","AYADI CHAFIK, Ben Muhammad",individual,SDGT,
7832,"ESSAADI, Moussa Ben Amor Ben Ali","AIADI, Ben Muhammad",individual,SDGT,
7833,"FETTAR, Rachid","AIADY, Ben Muhammad",individual,SDGT,
7834,"HAMAMI, Brahim Ben Hedili Ben Mohamed","HIJAZI, Raed M",individual,SDGT,
7835,"JARRAYA, Khalil","AL-HAWEN, Abu-Ahmad",individual,SDGT,
7837,"JENDOUBI, Faouzi Ben Mohamed Ben Ahmed","AL-MAGHRIBI, Rashid",individual,SDGT,
7838,"MNASRI, Fethi Ben Rebai Ben Absha","AL-AMRIKI, Abu-Ahmad",individual,SDGT,
7839,"OUAZ, Najib","AL-SHAHID, Abu-Ahmad",individual,SDGT,
7840,"RARRBO, Ahmed Hosni","AL-FILISTINI, Abu Qatada",individual,SDGT,
7841,"SALEH, Nedal","TAKFIRI, Abu Umr",individual,SDGT,
7842,"MZOUDI, Abdelghani","ABU UMAR, Abu Omar",individual,SDGT,
7843,"AL-TIKRITI, Saddam Hussein","UTHMAN, Al-Samman",individual,IRAQ2,
7844,"AL-TIKRITI, Qusay Saddam Hussein","UMAR, Abu Umar",individual,IRAQ2,
7845,"AL-TIKRITI, Uday Saddam Hussein","UTHMAN, Umar",individual,IRAQ2,
7846,"AL-TIKRITI, Abid Hamid Mahmud","ALI, Sheikh Hassan Dahir Aweys",individual,IRAQ2,
7847,"AL-TIKRITI, Ali Hassan al-Majid","AWES, Shaykh Hassan Dahir",individual,IRAQ2,
7848,"AL-DURI, Izzat Ibrahim",AL-AQSA AL-ISLAMI BANK,individual,IRAQ2,
7849,"AL-TIKRITI, Hani abd-al-Latif Tilfah",ARAB PALESTINIAN BEIT EL-MAL COMPANY,individual,IRAQ2,
7850,"AL-NUMAN, Aziz Salih",BEIT AL MAL HOLDINGS,individual,IRAQ2,
7851,"ZUBAIDI, Muhammad Hamza",BEIT EL MAL AL-PHALASTINI AL-ARABI AL-MUSHIMA AL-AAMA AL-MAHADUDA LTD.,individual,IRAQ2,
7852,"AL-TIKRITI, Kamal Mustafa Sultan Abdallah","PALESTINIAN ARAB BEIT EL MAL CORPORATION, LTD.",individual,IRAQ2,
7853,"AL-TIKRITI, Barzan abd al-Ghafur Sulaiman Majid",OCCUPIED LAND FUND,individual,IRAQ2,
7854,"AL-TIKRITI, Muzahim Sa'b Hassan",UMMAH TAMEER I-NAU,individual,IRAQ2,
7855,"AL-TIKRITI, Ibrahim Ahmad abd al-Sattar Muhammed",UMMAH TAMIR I-NAU,individual,IRAQ2,
7856,"AL-RAWI, Saif-al-Din Fulayyih Hassan Taha",UMMAH TAMIR E-NAU,individual,IRAQ2,
7857,"AL-TIKRITI, Rafi abd-al-Latif Tilfah",RECONSTRUCTION OF THE MUSLIM UMMAH,individual,IRAQ2,
7858,"AL-TIKRITI, Tahir Jalil Habbush",RECONSTRUCTION OF THE ISLAMIC COMMUNITY,individual,IRAQ2,
7859,"AL-TIKRITI, Hamid Raja Shalah",FOUNDATION FOR CONSTRUCTION,individual,IRAQ2,
7860,"AL-DULAYMI, Latif Nusayyif Jasim",RECONSTRUCTION FOUNDATION,individual,IRAQ2,
7861,"HUWAYSH, Abd-al-Tawab Mullah",NATION BUILDING,individual,IRAQ2,
7862,"AL-JIZRAWI, Taha Yassin Ramadan",UMMAT TAMIR-I-PAU,individual,IRAQ2,
7863,"AL-TIKRITI, Rukan Razuki abd-al-Ghafur Sulaiman",UMMAT TAMIR E-NAU,individual,IRAQ2,
7864,"AL-TIKRITI, Jamal Mustafa Abdallah Sultan","MAHMOOD, Sultan Bashiruddin",individual,IRAQ2,
7865,"HADI, Mizban Khadr","MEKMUD, Sultan Baishiruddin",individual,IRAQ2,
7866,"MA'RUF, Taha Muhyi-al-Din","MEHMOOD, Dr. Bashir Uddin",individual,IRAQ2,
7867,"AZIZ, Tariq","MAJID, Abdul",individual,IRAQ2,
7868,"AL-TIKRITI, Walid Hamid Tawfiq","MAJEED, Chaudhry Abdul",individual,IRAQ2,
7869,"AL-TAI, Sultan Hashim Ahmad","TUFAIL, Sheik Mohammed",individual,IRAQ2,
7870,"AL-AZZAWI, Hikmat Mizban Ibrahim","TUFAIL, S.M.",individual,IRAQ2,
7871,"AL-AHMAD, Mahmud Dhiyab",LASHKAR E-TOIBA,individual,IRAQ2,
7872,"AL-RAWI, Ayad Futayyih Khalifa",LASHKAR-I-TAIBA,individual,IRAQ2,
7873,"AL-NAQIB, Zuhair Talib abd-al-Sattar",ARMY OF THE RIGHTEOUS,individual,IRAQ2,
7874,"AL-SA'DI, Amir Hamudi Hassan",ARMY OF THE PURE,individual,IRAQ2,
7875,"AL-UBAIDI, Amir Rashid Muhammad",ARMY OF THE PURE AND RIGHTEOUS,individual,IRAQ2,
7876,"AL-YASSIN, Husam Muhammad Amin",AL MANSOOREEN,individual,IRAQ2,
7878,"AL-TIKRITI, Sab'awi Ibrahim Hassan",AL MANSOORIAN,individual,IRAQ2,
7879,"AL-TIKRITI, Watban Ibrahim Hassan",PAASBAN-E-KASHMIR,individual,IRAQ2,
7880,"AL-TIKRITI, Barzan Ibrahim Hassan",PAASBAN-I-AHLE-HADITH,individual,IRAQ2,
7881,"AMMASH, Huda Salih Mahdi",PASBAN-E-KASHMIR,individual,IRAQ2,
7882,"AL-SAD'UN, Abd-al-Baqi abd-al-Karim Abdallah",PASBAN-E-AHLE-HADITH,individual,IRAQ2,
7883,"AL-SA'DUN, Muhammad Zimam abd-al-Razzaq",PAASBAN-E-AHLE-HADIS,individual,IRAQ2,
7884,"AL-NAJIM, Samir abd al-Aziz",JAMAAT-UD-DAWA,individual,IRAQ2,
