uid,sdn_name,alt_names,sdn_type,sdn_program,
28029,"KASADHA, Amisi","SALAH, Mahir Jawwad Yunis",individual,GLOMAG,
28031,"THIONGKOL, Abud Stephen","SALAH, Maher Jawad Yunis",individual,GLOMAG,
28032,"MUORWEL, Malual Dhal","SALAH, Maher Jawad Younes",individual,GLOMAG,
28033,"KUAJIEN, Michael","SALAH, Maher Jawad Yunes",individual,GLOMAG,
28034,"LAM, John Top","SALAH, Mahir Yunus",individual,GLOMAG,
28035,"GARANG, Angelo Kuot","ALAGHA, Abu Obaidah Khairy Hafiz",individual,GLOMAG,
28036,"KIM, Kun","EL AGHA, Abou Oubida Khairy Hafiz",individual,GLOMAG,
28037,"CHANDY, King","AL AGHA, Abu Obaida Khairi Hafiz",individual,GLOMAG,
28038,"7 MAKARA PHARY CO., LTD.","ALAGHA, Abu Obidah Khairi Hafez",Entity ,GLOMAG,
28039,"K D RUBBER PLANTATION CO., LTD.","AL AGHA, Abu Ubaida Khairee Hafez",Entity ,GLOMAG,
28040,"ROMDOUL CAPITAL PAWN CO., LTD.","HAFEZ, Abu-Obaidah Khairy",Entity ,GLOMAG,
28042,"PHEAP, Try","ALAGHA, Abuobaida Khairy Hafez",individual,GLOMAG,
28043,"TRY PHEAP GROUP CO., LTD.","AGHA, Abu Obaida Khairy Hafiz",Entity ,GLOMAG,
28044,"M. D. S. IMPORT EXPORT CO., LTD.","HAFIZ, Abu Ubaydah Khayr",Entity ,GLOMAG,
28045,"TRY PHEAP DRY PORT CO., LTD.","AL-AGHA, Abu Ubaydah Khayri",Entity ,GLOMAG,
28046,"TRY PHEAP ENGINEERING & CONSTRUCTION CO., LTD.","HAFIZ, Abu 'Ubaydah Khayri",Entity ,GLOMAG,
28047,"TRY PHEAP GRAND ROYAL CAMBODIA CO., LTD.","HAFAZ, Abu Ubayda Hairi",Entity ,GLOMAG,
28048,"TRY PHEAP IMPORT EXPORT CO., LTD.","AL-AGHA, Abu Ubayda Khayri",Entity ,GLOMAG,
28049,"PAPA PETROLEUM CO., LTD.","AGHA, Abu Ubaydah Khayr",Entity ,GLOMAG,
28050,"TRY PHEAP PROPERTY CO., LTD.","ALAGHA, Abu Obaida Khairy",Entity ,GLOMAG,
28051,"TRY PHEAP TRAVEL & TOURS CO., LTD.","ALAGHA, Abu Obeidah Kheiri",Entity ,GLOMAG,
28052,"M D S THMORDA S E Z CO., LTD.","AL AGHA, Abuobaidah Kh H",Entity ,GLOMAG,
28053,"TRY PHEAP OYADAV S E Z CO., LTD.",ASYAF INTERNATIONAL HOLDING GROUP FOR TRADING & INVESTMENT,Entity ,GLOMAG,
28054,"ANWAR, Rao",ASYAF INTERNATIONAL HOLDING GROUP,individual,GLOMAG,
28055,"KOCNER, Marian",ASYAF GROUP,individual,GLOMAG,
28058,"HOTEL HOLDING, S.R.O.",AL-OSAMA TRADING CO. LTD.,Entity ,GLOMAG,
28059,INTERNATIONAL INVESTMENT DEVELOPMENT HOLDING A.S.,OSAMA TRADING COMPANY LTD,Entity ,GLOMAG,
28060,INTERNATIONAL INVESTMENT HOTELS HOLDINGS A.S.,AL-'USAMA TRADING COMPANY,Entity ,GLOMAG,
28061,"SPRAVA A INKASO POHLADAVOK, S.R.O.",M/S OSAMA KHAIRY HAFEZ TRADING EST.,Entity ,GLOMAG,
28062,"SPRAVA A INKASO ZMENIEK, S.R.O.",DAN ISDICO,Entity ,GLOMAG,
28063,"TRANZ-TEL, A.S.",ALZROONI EXCHANGE,Entity ,GLOMAG,
28065,"LEMBERGS, Aivars",M/S. AL ZAROONI EXCHANGE,individual,GLOMAG,
28066,VENTSPILS ATTISTIBAS AGENTURA,"ANEI, Paul Malong Awan",Entity ,GLOMAG,
28067,BIZNESA ATTISTIBAS ASOCIACIJA,"MALONG, Paul",Entity ,GLOMAG,
28068,LATVIJAS TRANZITA BIZNESA ASOCIACIJA,"MALONG, Bol",Entity ,GLOMAG,
28083,GRAND SERVICE EXPRESS,"MALONG, Paul Awan",Entity ,UKRAINE-EO13685,
28103,"KHEDRI, Abdolhossein","HWANG, Kyong Nam",individual,"SDGT, IFSR",
28104,KHEDRI JAHAN DARYA CO,EKO IMPORT AND EXPORT COMPANY,Entity ,"SDGT, IFSR",
28105,GENAVA 12,EKO DEVELOPMENT & INVESTMENT FOOD COMPANY,vessel,"SDGT, IFSR",
28106,GENAVA 11,"KIM, Kyo'ng-Nam",vessel,"SDGT, IFSR",
28107,MARITIME SILK ROAD LLC,"KIM, Myong Gi",Entity ,"SDGT, IFSR",
28108,JAHAN DESTINATIONS TRAVEL AND TOURISM LLC,"JANG, Pom Su",Entity ,"SDGT, IFSR",
28110,"GOMEI AIR SERVICES CO., LTD.","JANG, Hyon U",Entity ,"SDGT, IFSR",
28112,"KAPIDZIC, Esad","KIM, Chung Chong",individual,GLOMAG,
28113,"SARENAC, Nebojsa","CHO'N, Myo'ng-kuk",individual,GLOMAG,
28114,"PETROVIC, Zoran","JON, Yong Sang",individual,GLOMAG,
28115,"BRKIC, Nikola",STRATEGIC ROCKET FORCE,individual,GLOMAG,
28116,"SUBOTIC, Milan",THE STRATEGIC ROCKET FORCE COMMAND OF KPA,individual,GLOMAG,
28117,"PETROVIC, Zelimir","AL-HARBI, Nasir Muhammad 'Iwad al-Ghaydani",individual,GLOMAG,
28118,"CVJETKOVIC, Sreten","LAABOUDI, Mourad",individual,GLOMAG,
28119,"MARICIC, Ljubo","AL-SHAWAGH, 'Ali Musa",individual,GLOMAG,
28120,FALCON STRATEGIC SOLUTIONS DOO,"AL-SHAWAKH, Ali al-Hamoud",Entity ,GLOMAG,
28121,VELCOM TRADE DOO BEOGRAD,"AL-'AUJAYD, Abdullah Shuwar",Entity ,GLOMAG,
28122,MELVALE CORPORATION DOO BEOGRAD,"AL-SHAWWAKH, Ibrahim",Entity ,GLOMAG,
28123,ARANEKS DOO,"AL-SHAWAKH, Muhammad 'Ali",Entity ,GLOMAG,
28124,GATEWICK LLC,"AL-'AJUZ, Sami Jasim Muhammad",Entity ,"SDGT, IFSR",
28125,VECTURA TRANS DOO,"MUHAMMAD, Sami Jasim",Entity ,GLOMAG,
28126,FINROST LIMITED,"AL-'AJUZ, Sami Jasim",Entity ,GLOMAG,
28127,TARDIGRADE LIMITED,"A'RAJ, Sami",Entity ,GLOMAG,
28128,MOONSTORM ENTERPRISES LIMITED,"ALJARBA, Tarad",Entity ,GLOMAG,
28129,BUSINESS DIVERSITY LIMITED,"AL KASAB, Muwafaq Mustafa Muhammad Ali",Entity ,GLOMAG,
28130,"SOPHARY, Kim","AL-KARMUSH, Muwafaq Mustafa Muhammad 'Ali",individual,GLOMAG,
28131,"PHARA, Kim","EL KHARMOUSH, Muwaffaq Mustafa Mohammad",individual,GLOMAG,
28132,"CAMBO ELITE SECURITY FORCE CO., LTD.","AL-KARMUSH, Muwafaq Mustafa",Entity ,GLOMAG,
28133,"ROMDOUL DEVELOPMENT CO., LTD.","MUHAMMAD, Muwaffaq Mustafa",Entity ,GLOMAG,
28163,"AHMAD, Nazem Said","AL-KARMUSH, Muwaffaq Mustafa Muhammad 'Ali Mahmud",individual,SDGT,
28164,BEIRUT DIAM SAL,"KARMUSH, Muwaffaq",Entity ,SDGT,
28165,BEIRUT GEM SAL,"AL-KARMOUSH, Muafaq Mustafa Mohammed",Entity ,SDGT,
28166,MONTECARLO BEACH SAL,"AL-KARMUSH, Muwaffaq Mustafa",Entity ,SDGT,
28167,DEBBIYE 143 SAL,"KARMOOSH, Muwafaq Mustafa Mohammed Ali",Entity ,SDGT,
28168,NOUR HOLDING SAL,"AL-SHA'ARI, Hasan al-Salahayn Salih",Entity ,SDGT,
28169,ARAMOUN 1506 SAL,"TCHAD, Mustapha",Entity ,SDGT,
28170,DAMOUR 850 SAL,"NURA, Mohammed",Entity ,SDGT,
28171,GEBAA 2480 SAL,"NUR, Mammam",Entity ,SDGT,
28172,NOUMAYRIYE 1057 SAL,"NUR, Mohammad",Entity ,SDGT,
28173,BEIRUT TRADE SAL,"NURU, Mallam Ahmed",Entity ,SDGT,
28174,BLUE STAR DIAMOND SAL - OFFSHORE,"HELEL, Mounir",Entity ,SDGT,
28175,"ASSI, Saleh","HILEL, Mounir",individual,SDGT,
28176,"SAAB, Tony","SAEED, Hafiz",individual,SDGT,
28177,MINOCONGO,"HAFIZ, Said Khan",Entity ,SDGT,
28178,PAIN VICTOIRE,"KHAN, Wali Hafiz Sayid",Entity ,SDGT,
28179,TRANS GAZELLE,"SA'ID, Hafiz",Entity ,SDGT,
28180,INTER ALIMENT SAL OFF-SHORE,"KHAN, Hafiz Sa'id",Entity ,SDGT,
28181,SALASKO OFFSHORE S.A.L.,"KHAN, Hafiz Said",Entity ,SDGT,
28182,AL YUMUN REAL ESTATE COMPANY SAL,"KHAN, Hafiz Said Muhammad",Entity ,SDGT,
28184,"GANOV, Alexander Nikolaevich","KHAN, Hafez Sayed",individual,UKRAINE-EO13685,
28208,"GAI, Taban Deng","KHAN, Shaykh Hafidh Sa'id",individual,GLOMAG,
28223,"MUKIIBI, Moses","AHMAD, Sayed",individual,GLOMAG,
28224,"MUSENE, Wilson Masalu","FEBRIWANSYAH BIN ARIF HASRUDIN, Tuah",individual,GLOMAG,
28225,"MIREMBE, Dorah","FEBRIWANSAH, Tuwah",individual,GLOMAG,
28226,"ECOBU, Patrick","FACHRI, Muhammad",individual,GLOMAG,
28227,"GBJ DE COLIMA, S.A. DE C.V.","FACHRIA, Muhammad",Entity ,SDNTK,
28228,INTERNATIONAL INVESTMENTS HOLDING S.A. DE C.V.,"FACHRY, Muhammad",Entity ,SDNTK,
28229,CORPORATIVO SUSHI PROVI S. DE R.L. DE C.V.,"IBRAHIM, Mohammad Sholeh",Entity ,SDNTK,
28230,"CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A.","IBROHIM, Muhammad Sholeh",Entity ,VENEZUELA-EO13884,
28243,"MASTER REPOSTERIAS Y RESTAURANTES, S.A. DE C.V.","IBRAHIM, Sholeh",Entity ,SDNTK,
28263,"TIAN, Yinyin","IBRAHIM, Muhammad Soleh",individual,"DPRK3, CYBER2",
28264,"LI, Jiadong","IBRAHIM, Muh Sholeh",individual,"DPRK3, CYBER2",
28283,ASA'IB AHL AL-HAQ,"LAYTH, Umm",Entity ,"FTO, SDGT",
28284,ESFAHAN STEEL COMPANY,"JONES, Sally Anne",Entity ,IRAN-EO13871,
28285,KHORASAN STEEL COMPANY,"JONES, Sally",Entity ,IRAN-EO13871,
28286,SOUTH KAVEH STEEL COMPANY,"HUSSAIN, Sakinah",Entity ,"IRAN-EO13871, IRAN-EO13876",
28287,CHADORMALU MINING & INDUSTRIAL COMPANY,MUJAHIDEEN INDONESIA TIMOR,Entity ,IRAN-EO13871,
28288,OXIN STEEL COMPANY,MUJAHIDIN OF EASTERN INDONESIA,Entity ,IRAN-EO13871,
28289,ARFA IRON AND STEEL COMPANY,MUJAHIDIN INDONESIA BARAT,Entity ,IRAN-EO13871,
28290,IRAN ALLOY STEEL COMPANY,MUJAHIDIN INDONESIA TIMOR,Entity ,IRAN-EO13871,
28291,KHOUZESTAN STEEL COMPANY,MUJAHIDIN OF WESTERN INDONESIA,Entity ,IRAN-EO13871,
28292,ALMAHDI ALUMINUM CO.,"CHERAF, Peter",Entity ,IRAN-EO13871,
28293,NATIONAL IRANIAN COPPER INDUSTRIES COMPANY,"EL-HAKIM, Boubakeur",Entity ,IRAN-EO13871,
28294,GOLGOHAR MINING AND INDUSTRIAL COMPANY,"AL-HAKIM, Boubakeur",Entity ,IRAN-EO13871,
28295,IRANIAN GHADIR IRON & STEEL CO.,"EL HAKIM, Boubaker",Entity ,IRAN-EO13871,
28296,REPUTABLE TRADING SOURCE LLC,Abu-Muqatil al-Tunisi,Entity ,IRAN-EO13871,
28297,"AL-WADI, Faysal",VILAYAT KAVKAZ,individual,LIBYA3,
28299,"MUSBAH, Nourddin Milood M",WILAYAT QAWQAZ,individual,LIBYA3,
28300,ALWEFAQ LTD,WILAYAH QAWKAZ,Entity ,LIBYA3,
28301,MARAYA,CAUCASUS WILAYAH,vessel,LIBYA3,
28303,SABA STEEL,"ASILDAROV, Rustam",Entity ,IRAN-EO13871,
28304,HORMOZGAN STEEL COMPANY,"ASELDAROV, Rustam",Entity ,IRAN-EO13871,
28305,IRAN ALUMINUM COMPANY,JUND AL-KHALIFA FI ARD AL-JAZAYER,Entity ,IRAN-EO13871,
28306,KHALAGH TADBIR PARS CO.,JUND AL-KHILAFAH FI ARD AL-JAZA' IR,Entity ,IRAN-EO13871,
28307,"NORIEGA FIGUEROA, Jose Gregorio",SOLDIERS OF THE CALIPHATE IN ALGERIA,individual,VENEZUELA,
28308,"PARRA RIVERO, Luis Eduardo",CALIPHATE SOLDIERS OF ALGERIA,individual,VENEZUELA,
28309,"BRITO RODRIGUEZ, Jose Dionisio",SOLDIERS OF THE CALIPHATE IN THE LAND OF ALGERIA,individual,VENEZUELA,
28310,"PEREZ LINARES, Conrado Antonio",JUND AL KHALIFA-ALGERIA,individual,VENEZUELA,
28311,"MORALES LLOVERA, Negal Manuel",JUND AL-KHALIFA,individual,VENEZUELA,
28312,"DUARTE, Franklyn Leonardo",JUND AL-KHILAFA GROUP,individual,VENEZUELA,
28313,"SUPERLANO, Adolfo Ramon",ISLAMIC STATE'S KHORASAN PROVINCE,individual,VENEZUELA,
28315,"SHAMKHANI, Ali",ISIS WILAYAT KHORASAN,individual,IRAN-EO13876,
28317,HONGYUAN MARINE CO LTD,ISIL'S SOUTH ASIA BRANCH,Entity ,IRAN-EO13871,
28318,YV3360,SOUTH ASIAN CHAPTER OF ISIL,aircraft,VENEZUELA-EO13884,
28319,YV2040,THE ISLAMIC STATE OF IRAQ AND ASH-SHAM - KHORASAN PROVINCE,aircraft,VENEZUELA-EO13884,
28320,YV2726,THE ISLAMIC STATE OF IRAQ AND SYRIA - KHORASAN,aircraft,VENEZUELA-EO13884,
28321,YV2485,ISLAMIC STATE OF IRAQ AND LEVANT IN KHORASAN PROVINCE,aircraft,VENEZUELA-EO13884,
28322,YV2486,ISLAMIC STATE KHURASAN,aircraft,VENEZUELA-EO13884,
28323,HONG XUN,ISISK,vessel,IRAN-EO13871,
28324,YV2565,ISIS-K,aircraft,VENEZUELA-EO13884,
28325,YV2567,IS-KHORASAN,aircraft,VENEZUELA-EO13884,
28326,YV1118,"TSCHATAJEV, Ahmed Radschapovitsch",aircraft,VENEZUELA-EO13884,
28327,YV2734,"TSCHATAYEV, Ahmed Radschapovitsch",aircraft,VENEZUELA-EO13884,
28329,YV2716,"TSCHATAJEV, Achmed Radschapovitsch",aircraft,VENEZUELA-EO13884,
28330,YV2738,"TSCHATAYEV, Achmed Radschapovitsch",aircraft,VENEZUELA-EO13884,
28331,YV2739,"CHATAEV, Ahmed",aircraft,VENEZUELA-EO13884,
28332,YV2763,"CHATAEV, Akhmed Rajapovich",aircraft,VENEZUELA-EO13884,
28333,YV2762,"SENE, Elmir",aircraft,VENEZUELA-EO13884,
28334,YV2869,"CHATAYEV, Akhmad",aircraft,VENEZUELA-EO13884,
28338,PAMCHEL TRADING BEIJING CO. LTD.,"CHATAYEV, Akhmet",Entity ,"IFCA, IRAN-EO13871",
28339,POWER ANCHOR LIMITED,"CHATAEV, Akhmet",Entity ,IRAN-EO13871,
28343,"SALEHI, Ali Akbar","GUCHAEV, Zaurbek",individual,"NPWMD, IFSR",
28344,"GOTSANYUK, Yuri Mikhailovich","ATABIYEV, Islam",individual,UKRAINE-EO13660,
28345,SAGE ENERGY HK LIMITED,"ATABIEV, Islam",Entity ,IRAN-EO13846,
28346,BENEATHCO DMCC,"DZHIKHAD, Abu",Entity ,IRAN-EO13846,
28347,"PEAKVIEW INDUSTRY CO., LIMITED",JOINT STOCK COMPANY YALTA FILM STUDIO,Entity ,IRAN-EO13846,
28348,TRILIANCE PETROCHEMICAL CO. LTD.,OAO YALTINSKAYA KINOSTUDIYA,Entity ,IRAN-EO13846,
28349,"RAZVOZHAEV, Mikhail Vladimirovich",JSC YALTA FILM STUDIO,individual,UKRAINE-EO13660,
28350,"NEMTSEV, Vladimir Vladimirovich",YALTA FILM STUDIO,individual,UKRAINE-EO13660,
28351,"DANILENKO, Sergei Andreevich",YALTA FILM STUDIOS,individual,UKRAINE-EO13660,
28352,"BASOVA, Lidia Aleksandrovna",CJSC YALTA-FILM,individual,UKRAINE-EO13660,
28353,"PYRKOVA, Ekaterina Eduardovna",KINOSTUDIYA YALTA-FILM,individual,UKRAINE-EO13660,
28354,"ALTABAEVA, Ekateryna Borysovna",FILM STUDIO YALTA-FILM,individual,"UKRAINE-EO13660, RUSSIA-EO14024",
28363,"SHANDONG QIWANGWA PETROCHEMICAL CO., LTD.","TSYPLAKOV, Gennady",Entity ,IRAN-EO13846,
28364,JIAXIANG INDUSTRY HONG KONG LIMITED,"DEYNEGO, Vladislav Nykolayevich",Entity ,IRAN-EO13846,
28365,"BAYANDARIAN, Ali","IOFFE, Eduard",individual,IRAN-EO13846,
28366,"WANG, Zhiqing","KARAMIAN, Vakhtang",individual,IRAN-EO13846,
28383,YV1003,"CHERNYKH, Tatiana",aircraft,VENEZUELA-EO13884,
28384,YV2984,"NANJING KAIKAI TECHNOLOGY CO., LTD.",aircraft,VENEZUELA-EO13884,
28385,YV1004,"NANJING KAIKAI POLYURETHANE CO., LTD.",aircraft,VENEZUELA-EO13884,
28386,YV1008,"EASTNINE CHEMICALS CO., LTD.",aircraft,VENEZUELA-EO13884,
28388,YV1009,"EASTNINE INTERNATIONAL TRADING CO., LTD.",aircraft,VENEZUELA-EO13884,
28389,YV1005,"RI, Jong Chol",aircraft,VENEZUELA-EO13884,
28390,YV1850,SBERBANK CAPITAL LLC,aircraft,VENEZUELA-EO13884,
28391,YV2421,SBERBANK KAPITAL OOO,aircraft,VENEZUELA-EO13884,
28392,YV2422,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU SBERBANK KAPITAL,aircraft,VENEZUELA-EO13884,
28393,YV3434,SBERBANK CAPITAL LIMITED LIABILITY COMPANY,aircraft,VENEZUELA-EO13884,
28398,YV2558,"HASHAN, Sayed Mohammad",aircraft,VENEZUELA-EO13884,
28399,YV2559,"AGHA, Torak",aircraft,VENEZUELA-EO13884,
28400,YV378T,"AGHA, Toriq",aircraft,VENEZUELA-EO13884,
28401,YV1007,"SAYED, Toriq Agha",aircraft,VENEZUELA-EO13884,
28402,YV2557,SBERBANK INVESTMENTS LLC,aircraft,VENEZUELA-EO13884,
28403,YV2556,SBERBANK INVESTMENTS OOO,aircraft,VENEZUELA-EO13884,
28404,YV1000,CJSC SBERBANK LEASING,aircraft,VENEZUELA-EO13884,
28405,YV3016,SBERBANK LEASING ZAO,aircraft,VENEZUELA-EO13884,
28406,YV2966,SBERBANK LIZING ZAKRYTOE AKTSIONERNOE OBSHCHESTVO,aircraft,VENEZUELA-EO13884,
28407,YV2850,SBERBANK LEASING JSC,aircraft,VENEZUELA-EO13884,
28408,YV2849,RUSSKO-GERMANSKAYA LIZINGOVAYA KOMPANIYA ZAO,aircraft,VENEZUELA-EO13884,
28409,YV2851,CETELEM BANK LLC,aircraft,VENEZUELA-EO13884,
28410,YV2911,SETELEM BANK OOO,aircraft,VENEZUELA-EO13884,
28411,YV2912,SETELEM BANK OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU,aircraft,VENEZUELA-EO13884,
28412,YV2913,KOMMERCHESKI BANK UKRSIBBANK OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU,aircraft,VENEZUELA-EO13884,
28413,YV2943,CETELEM BANK LIMITED LIABILITY COMPANY,aircraft,VENEZUELA-EO13884,
28414,YV2944,BPS SBERBANK OJSC,aircraft,VENEZUELA-EO13884,
28415,YV2953,BPS-SBERBANK OAO,aircraft,VENEZUELA-EO13884,
28416,YV2954,SBER BANK,aircraft,VENEZUELA-EO13884,
28417,YV2965,SUBSIDIARY BANK SBERBANK OF RUSSIA PUBLIC JOINT STOCK COMPANY,aircraft,VENEZUELA-EO13884,
28418,YV2964,SBERBANK OF RUSSIA SUBSIDIARY BANK PUBLIC JOINT STOCK COMPANY,aircraft,VENEZUELA-EO13884,
28419,YV3052,PUBLICHNE AKTSIONERNE TOVARYSTVO DOCHIRNII BANK SBERBANKU ROSII,aircraft,VENEZUELA-EO13884,
28420,YV3071,JSC SBERBANK OF RUSSIA,aircraft,VENEZUELA-EO13884,
28421,YV2969,SBERBANK OF RUSSIA SUBSIDIARY BANK PRIVATE JOINT STOCK COMPANY,aircraft,VENEZUELA-EO13884,
28422,YV2970,JSC SBERBANK,aircraft,VENEZUELA-EO13884,
28423,YV2993,AKTSIONERNE TOVARYSTVO SBERBANK,aircraft,VENEZUELA-EO13884,
28424,YV2994,VTB BANK BELARUS,aircraft,VENEZUELA-EO13884,
28425,YV3032,CJSC VTB BANK BELARUS,aircraft,VENEZUELA-EO13884,
28426,YV3033,CJSC SLAVNEFTEBANK,aircraft,VENEZUELA-EO13884,
28427,YV3034,VTB BANK BELARUS CJSC,aircraft,VENEZUELA-EO13884,
28443,ESPANA INFORMATICA S.A.,SAVINGS BANK OF THE REPUBLIC OF ARMENIA,Entity ,GLOMAG,
28444,"HIJAZI, Khalil Ahmad",VTB BANK ARMENIA CJSC,individual,GLOMAG,
28445,"HIJAZI, Kassem Mohamad",BANK VTB KAZAKHSTAN JSC,individual,GLOMAG,
28524,"PEREZ OLIVAS, Luis Alberto",SUBSIDIARY JSC BANK VTB KAZAKHSTAN,individual,"NICARAGUA, NICARAGUA-NHRAA",
28525,"VALLE VALLE, Juan Antonio",JOINT STOCK COMPANY VTB BANK KAZAKHSTAN,individual,"NICARAGUA, NICARAGUA-NHRAA",
28526,"URBINA, Justo Pastor",BANK VTB AZERBAIJAN OJSC,individual,"NICARAGUA, NICARAGUA-NHRAA",
28527,ATLAS HOLDING,JSC VTB BANK AZERBAIJAN,Entity ,SDGT,
28528,"BAZZI, Kassem Mohamad Ali",OJSC AF BANK,individual,SDGT,
28529,MEDICAL EQUIPMENT AND DRUGS INTERNATIONAL CORPORATION,VTB AFRICA,Entity ,SDGT,
28530,SHAHED PHARM,JSC VTB BANK GEORGIA,Entity ,SDGT,
28531,AMANA FUEL CO.,VTB BANK GEORGIA JSC,Entity ,SDGT,
28532,AMANA PLUS S.A.L.,KHOLDING VTB KAPITAL ZAKRYTOE AKTSIONERNOE OBSHCHESTVO,Entity ,SDGT,
28533,AL KAWTHAR,HOLDING VTB CAPITAL CJSC,Entity ,SDGT,
28534,AMANA SANITARY AND PAINTS COMPANY L.T.D.,VTB CAPITAL HOLDING ZAO,Entity ,SDGT,
28535,CITY PHARMA SARL,VTB CAPITAL HOLDING CJSC,Entity ,SDGT,
28536,GLOBAL TOURISTIC SERVICES SAL,VTB CAPITAL JSC,Entity ,SDGT,
28537,MIRATH S.A.L.,VTB CAPITAL HONG KONG LIMITED,Entity ,SDGT,
28538,SANOVERA PHARM COMPANY SARL,VTB PENSION ADMINISTRATOR LTD,Entity ,SDGT,
28539,CAPITAL S.A.L.,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB PENSIONNY ADMINISTRATOR,Entity ,SDGT,
28541,"JANNATI, Ahmad",VTB PENSIONNY ADMINISTRATOR OOO,individual,IRAN-EO13876,
28542,"YAZDI, Mohammad",LLC VTB DC,individual,IRAN-EO13876,
28543,"SADEGHI MOGHADAM, Mohammad Hasan",VTB DC LIMITED,individual,IRAN-EO13876,
28544,"RAHPEYK, Siamak",VTB DC LTD,individual,IRAN-EO13876,
28545,"KADKHODAEI, Abbas Ali",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB FAKTORING,individual,IRAN-EO13876,
28546,KOREA DAIZIN TRADING CORP.,VTB FAKTORING OOO,Entity ,"DPRK2, DPRK3",
28547,"ACOSTA MONTALVAN, Ivan Adolfo",VTB FACTORING LIMITED,individual,NICARAGUA,
28548,"ORTEGA MURILLO, Juan Carlos",NONPROFIT ORGANIZATION NON-STATE PENSION FUND VTB PENSION FUND,individual,NICARAGUA,
28549,DIFUSO COMUNICACIONES S.A.,"NPF VTB PENSIONNY FOND, AO",Entity ,NICARAGUA,
28564,"NCUBE, Owen",AKTSIONERNOE OBSHCHESTVO NEGOSUDARSTVENNY PENSIONNY FOND VTB PENSIONNY FOND,individual,GLOMAG,
28571,"AL-HAMIDAWI, Ahmad","NON-STATE PENSION FUND VTB PENSION FUND, JSC",individual,SDGT,
28572,"KHALIL, Ali Hassan",NEKOMMERCHESKAYA ORGANIZATSIYA NEGOSUDARSTVENNY PENSIONNY FOND VTB PENSIONNY FOND,individual,SDGT,
28573,"DOLDAN GONZALEZ, Liz Paola",NPF VTB PENSION FUND JSC,individual,GLOMAG,
28574,MOBILE ZONE INTERNATIONAL IMPORT-EXPORT S.R.L.,"VTB NEDVIZHIMOST, OOO",Entity ,GLOMAG,
28603,TNK TRADING INTERNATIONAL S.A.,"VTB REAL ESTATE, LLC",Entity ,"UKRAINE-EO13662, VENEZUELA-EO13850",
28604,PETRO GRAND FZE,CJS VTB SPECIALIZED DEPOSITORY,Entity ,IRAN-EO13846,
28605,ALPHABET INTERNATIONAL DMCC,VTB SPECIALIZED DEPOSITORY CJSC,Entity ,IRAN-EO13846,
28606,SWISSOL TRADE DMCC,VTB REGISTRAR,Entity ,IRAN-EO13846,
28607,ALAM ALTHRWA GENERAL TRADING LLC,VTB REGISTRAR CJSC,Entity ,IRAN-EO13846,
28608,ALWANEO L.L.C. CO.,JOINT STOCK COMPANY VTB REGISTRAR,Entity ,IRAN-EO13846,
28645,SPI INTERNATIONAL,JSC VTB REGISTRAR,Entity ,IRAN-EO13846,
28647,MCFLY PLASTIC HK LIMITED,JSC VTB LEASING,Entity ,IRAN-EO13846,
28650,"DALIAN GOLDEN SUN IMPORT AND EXPORT CO., LTD.",AO VTB LIZING,Entity ,IRAN-EO13846,
28653,"AYOUB, Ali Abdullah",VTB LEASING JSC,individual,PAARSSR-EO13894,
28654,"TIANYI INTERNATIONAL DALIAN CO., LTD.",PUBLIC JOINT STOCK COMPANY HALS-DEVELOPMENT,Entity ,IRAN-EO13846,
28655,"SATURN OASIS CO., LIMITED",PUBLIC JOINT STOCK COMPANY SG-DEVELOPMENT,Entity ,IRAN-EO13846,
28658,ARMED FORCES SOCIAL SECURITY INVESTMENT COMPANY,GALS-DEVELOPMENT PAO,Entity ,IRAN-EO13846,
28659,MAIN STREET 1095 PROPRIETARY LIMITED,HAS-DEVELOPMENT JSC,Entity ,IRAN-EO13846,
28660,"TOULAI, Mohammad Hassan",JOINT STOCK COMPANY HALS-DEVELOPMENT,individual,IRAN-EO13846,
28661,"TAVAKKOLI, Hossein","SG-DEVELOPMENT, AO",individual,IRAN-EO13846,
28662,"SEMNANI, Reza Ebadzadeh",LLC AUKCION,individual,IRAN-EO13846,
28683,"SABURINEZHAD, Hasan",AUKTSION OOO,individual,"SDGT, IRGC, IFSR",
28684,MADA'IN NOVIN TRADERS,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AUKTSION,Entity ,"SDGT, IFSR",
28685,"GHOLIZADEH, Vali",AUKCION LIMITED LIABILITY COMPANY,individual,"SDGT, IFSR",
28686,"MUSAVIFAR, Sayyed Reza",SBERBANK-AUTOMATED TRADING SYSTEM CLOSED JOINT STOCK COMPANY,individual,"SDGT, IFSR",
28687,MIDDLE EAST SAMAN CHEMICAL COMPANY,SBERBANK-AST ZAO,Entity ,"SDGT, IFSR",
